2025-11-19 14:08:32 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 14:08:32 | ERROR    | discussion.discussion_engine:initialize_discussion:109 | 讨论引擎初始化失败: 'list' object has no attribute 'info'
2025-11-19 14:08:32 | INFO     | interface.cli_interface:run_discussion:527 | 开始讨论，参与智能体: ['心内科', '肾内科', '内分泌科']
2025-11-19 14:08:32 | INFO     | discussion.discussion_engine:start_discussion:235 | 开始多智能体临床讨论
2025-11-19 14:08:32 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 1 轮讨论
2025-11-19 14:08:33 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 2 轮讨论
2025-11-19 14:08:34 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 3 轮讨论
2025-11-19 14:08:35 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 4 轮讨论
2025-11-19 14:08:36 | INFO     | discussion.discussion_engine:_generate_final_summary:116 | 生成最终讨论汇总
2025-11-19 14:08:36 | WARNING  | discussion.discussion_engine:_generate_final_summary:121 | 决策智能体未初始化，使用备用汇总方法
2025-11-19 14:08:36 | INFO     | discussion.discussion_engine:_generate_backup_summary:156 | 使用备用汇总方法
2025-11-19 14:08:36 | INFO     | storage.discussion_storage:save_discussion:73 | 讨论记录已保存: data\discussions\json\user_000001_b06428ed_20251119_140836.json
2025-11-19 14:08:36 | INFO     | interface.cli_interface:show_discussion_result:557 | 开始显示讨论结果
2025-11-19 14:19:30 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 14:19:30 | ERROR    | discussion.discussion_engine:initialize_discussion:109 | 讨论引擎初始化失败: 'list' object has no attribute 'info'
2025-11-19 14:19:30 | INFO     | interface.cli_interface:run_discussion:527 | 开始讨论，参与智能体: ['心内科', '肾内科', '内分泌科']
2025-11-19 14:19:30 | INFO     | discussion.discussion_engine:start_discussion:235 | 开始多智能体临床讨论
2025-11-19 14:19:30 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 1 轮讨论
2025-11-19 14:19:31 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 2 轮讨论
2025-11-19 14:19:32 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 3 轮讨论
2025-11-19 14:19:33 | INFO     | discussion.discussion_engine:_generate_final_summary:116 | 生成最终讨论汇总
2025-11-19 14:19:33 | WARNING  | discussion.discussion_engine:_generate_final_summary:121 | 决策智能体未初始化
2025-11-19 14:19:33 | INFO     | discussion.discussion_engine:_generate_backup_summary:156 | 使用备用汇总方法
2025-11-19 14:19:33 | INFO     | storage.discussion_storage:save_discussion:73 | 讨论记录已保存: data\discussions\json\user_000001_3e4936e3_20251119_141933.json
2025-11-19 14:19:33 | INFO     | interface.cli_interface:show_discussion_result:557 | 开始显示讨论结果
2025-11-19 14:45:15 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 14:45:15 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: 心内科 (心内科)
2025-11-19 14:45:15 | INFO     | agents.specialty_agents:__init__:52 | 初始化专科智能体: 心内科
2025-11-19 14:45:15 | DEBUG    | discussion.discussion_engine:_initialize_agents:200 | 智能体 心内科 初始化成功
2025-11-19 14:45:16 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: 肾内科 (肾内科)
2025-11-19 14:45:16 | INFO     | agents.specialty_agents:__init__:52 | 初始化专科智能体: 肾内科
2025-11-19 14:45:16 | DEBUG    | discussion.discussion_engine:_initialize_agents:200 | 智能体 肾内科 初始化成功
2025-11-19 14:45:16 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: 内分泌科 (内分泌科)
2025-11-19 14:45:16 | INFO     | agents.specialty_agents:__init__:52 | 初始化专科智能体: 内分泌科
2025-11-19 14:45:16 | DEBUG    | discussion.discussion_engine:_initialize_agents:200 | 智能体 内分泌科 初始化成功
2025-11-19 14:45:16 | INFO     | discussion.discussion_engine:_initialize_agents:204 | 成功初始化 3 个智能体（共选择 3 个）
2025-11-19 14:45:16 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: LogicAgent (逻辑检查)
2025-11-19 14:45:16 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: DecisionMaker (决策专家)
2025-11-19 14:45:16 | INFO     | discussion.discussion_engine:initialize_discussion:105 | 讨论引擎初始化成功，选择了 3 个智能体
2025-11-19 14:45:16 | INFO     | interface.cli_interface:run_discussion:522 | 开始讨论，参与智能体: ['心内科', '肾内科', '内分泌科']
2025-11-19 14:45:16 | INFO     | discussion.discussion_engine:start_discussion:235 | 开始多智能体临床讨论
2025-11-19 14:45:16 | INFO     | discussion.discussion_engine:start_discussion:245 | 开始第 1 轮讨论
2025-11-19 14:45:24 | WARNING  | agents.base_agent:invoke:78 | API调用失败 (尝试 1/3): Connection error.
2025-11-19 14:45:42 | WARNING  | agents.base_agent:invoke:78 | API调用失败 (尝试 2/3): Connection error.
