2025-11-21 11:10:26 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:10:26 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:10:26 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-21 11:10:26 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-21 11:10:26 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-21 11:11:50 | INFO     | auth.session_handler:create_session:91 | 创建新会话: zIVcUY8vkJ7ay3XGY25hlTZxdzds-0lR0Utq_JycNic for user: user_000001
2025-11-21 11:11:50 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-21 11:12:46 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-21 11:12:46 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-21 11:21:47 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:21:47 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:21:47 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-21 11:21:47 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-21 11:21:47 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-21 11:21:54 | INFO     | auth.session_handler:create_session:91 | 创建新会话: HCk5AT0KXi10PAc4T7STbgVbqCI7S52XULoPiNuj3aA for user: user_000001
2025-11-21 11:21:54 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-21 11:46:56 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:46:56 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:46:56 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-21 11:46:56 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-21 11:46:56 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-21 11:47:01 | INFO     | auth.session_handler:create_session:91 | 创建新会话: imOkuDHc4gDzr0VeQxecgFAhd546Iey2aHaI3o2QTAo for user: user_000001
2025-11-21 11:47:01 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-21 11:47:53 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-21 11:47:53 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-21 11:48:46 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:48:46 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-21 11:48:46 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-21 11:48:46 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-21 11:48:46 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-21 11:48:50 | INFO     | auth.session_handler:create_session:91 | 创建新会话: pkkZG8GjyJkXxHwio_rnz7kF5i81B7lvFRZotl6dnbI for user: user_000001
2025-11-21 11:48:50 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-21 11:49:31 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-21 11:49:31 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
