2025-11-22 14:10:13 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:10:13 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:10:13 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 14:10:13 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-22 14:10:13 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 14:10:19 | INFO     | auth.session_handler:create_session:91 | 创建新会话: sgmSS3eTcctwALtY2HZrImxBiOVJmPP8jXbk8EnfIMw for user: user_000001
2025-11-22 14:10:19 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 14:11:01 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 14:11:01 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-22 14:31:43 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:31:43 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:31:43 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 14:31:43 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 14:31:43 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 14:31:53 | INFO     | auth.session_handler:create_session:91 | 创建新会话: qbAuzLT2B7PvcD8Of4mg9uPDVozvx2hz-CabOpgJ1gI for user: user_000001
2025-11-22 14:31:53 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 14:33:01 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 14:33:01 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 14:48:10 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:48:10 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:48:10 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 14:48:10 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 14:48:10 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 14:48:16 | INFO     | auth.session_handler:create_session:91 | 创建新会话: m2CoxGVWNoZg4tIzECzh8lWN9wldE4nNDZe6zE0Kqj4 for user: user_000001
2025-11-22 14:48:16 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 14:48:49 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 14:48:49 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 14:55:33 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:55:33 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 14:55:33 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 14:55:33 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 14:55:33 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 14:55:39 | INFO     | auth.session_handler:create_session:91 | 创建新会话: KZlhE0W7GZm-GGJ2wMCwzUCIajmvufH0LWx3dJzYCbI for user: user_000001
2025-11-22 14:55:39 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 14:56:08 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 14:56:08 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:17:30 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:17:30 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:17:30 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 15:17:30 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:17:30 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 15:17:35 | INFO     | auth.session_handler:create_session:91 | 创建新会话: XXsly5wqVKnKfhzUc3B21bWC_Va05AA1q_Soc2b0Kl0 for user: user_000001
2025-11-22 15:17:35 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 15:18:00 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 15:18:00 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:23:37 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:23:37 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:23:37 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 15:23:37 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:23:37 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 15:23:41 | INFO     | auth.session_handler:create_session:91 | 创建新会话: wAeMxDlUA5Yi8OPH61kYs0u7b9tE_YHbltA2lez9UOg for user: user_000001
2025-11-22 15:23:41 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 15:24:07 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 15:24:07 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:35:33 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:35:33 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:35:33 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 15:35:33 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:35:33 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 15:35:38 | INFO     | auth.session_handler:create_session:91 | 创建新会话: bu3If_K3uewoa_1fkwuhI_UI7R_zNamfhUtpqoMee9w for user: user_000001
2025-11-22 15:35:38 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 15:36:01 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 15:36:01 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:39:26 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:39:26 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:39:26 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 15:39:26 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:39:26 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 15:39:30 | INFO     | auth.session_handler:create_session:91 | 创建新会话: 57dTnlT9SZcSnxYVttqidhu5GOcJ_YnWtxFREPsQjDc for user: user_000001
2025-11-22 15:39:30 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 15:39:56 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 15:39:56 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:48:07 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:48:07 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 15:48:07 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 15:48:07 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 15:48:07 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 15:48:12 | INFO     | auth.session_handler:create_session:91 | 创建新会话: a_FB7zBlKemY_B7WEgnAQtd6_7rPlaLyTr6f3sjNu-c for user: user_000001
2025-11-22 15:48:12 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 15:48:38 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 15:48:38 | INFO     | agents.agent_registry:load_custom_agents:269 | Loaded 0 custom agents from file
2025-11-22 16:03:49 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 16:03:49 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-22 16:03:49 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-22 16:03:49 | INFO     | agents.agent_registry:load_custom_agents:296 | Loaded 0 custom agents from file
2025-11-22 16:03:49 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-22 16:03:54 | INFO     | auth.session_handler:create_session:91 | 创建新会话: UBGa0zbH1X5U5BODTV4qd-SHLuJqvOKmAquMXSqO2Xc for user: user_000001
2025-11-22 16:03:54 | INFO     | interface.cli_interface:user_login:139 | 用户 test 登录成功
2025-11-22 16:04:26 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-22 16:04:26 | INFO     | agents.agent_registry:load_custom_agents:296 | Loaded 0 custom agents from file
