2025-11-21 11:12:46 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-21 11:12:47 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: 心内科 (心内科)
2025-11-21 11:12:47 | INFO     | agents.specialty_agents:__init__:53 | 初始化专科智能体: 心内科
2025-11-21 11:12:47 | DEBUG    | discussion.discussion_engine:_initialize_agents:204 | 智能体 心内科 初始化成功
2025-11-21 11:12:47 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: 肾内科 (肾内科)
2025-11-21 11:12:47 | INFO     | agents.specialty_agents:__init__:53 | 初始化专科智能体: 肾内科
2025-11-21 11:12:47 | DEBUG    | discussion.discussion_engine:_initialize_agents:204 | 智能体 肾内科 初始化成功
2025-11-21 11:12:47 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: 临床药师 (临床药师)
2025-11-21 11:12:47 | INFO     | agents.specialty_agents:__init__:53 | 初始化专科智能体: 临床药师
2025-11-21 11:12:47 | DEBUG    | discussion.discussion_engine:_initialize_agents:204 | 智能体 临床药师 初始化成功
2025-11-21 11:12:47 | INFO     | discussion.discussion_engine:_initialize_agents:208 | 成功初始化 3 个智能体（共选择 3 个）
2025-11-21 11:12:47 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: LogicAgent (逻辑检查智能体)
2025-11-21 11:12:47 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: DecisionMaker (决策专家智能体)
2025-11-21 11:12:47 | INFO     | discussion.discussion_engine:initialize_discussion:102 | 逻辑检查和决策智能体初始化成功
2025-11-21 11:12:47 | INFO     | discussion.discussion_engine:initialize_discussion:109 | 讨论引擎初始化成功，选择了 3 个智能体
2025-11-21 11:12:47 | INFO     | interface.cli_interface:run_discussion:468 | 开始讨论，参与智能体: ['心内科', '肾内科', '临床药师']
2025-11-21 11:12:47 | INFO     | discussion.discussion_engine:start_discussion:234 | 开始多智能体临床讨论
2025-11-21 11:12:47 | INFO     | discussion.discussion_engine:start_discussion:244 | 开始第 1 轮讨论
